sea_state,vessel_load,port_congestion,engine_efficiency,crew_experience,route_distance_nm,voyage_disruption,extra_fuel_cost_usd
Rough,Medium,Medium,83,Experienced,2375,1,14635.74
Calm,Medium,Low,79,Experienced,2272,0,7757.89
Moderate,Medium,Medium,81,Low,1374,0,3839.95
Rough,Heavy,Low,75,Low,2016,1,14488.62
Calm,Light,High,81,Experienced,1583,0,4369.65
Moderate,Medium,High,92,Low,890,1,27402.41
Rough,Medium,Low,83,Low,3132,1,20045.0
Calm,Heavy,Low,71,Experienced,2967,0,8443.32
Moderate,Medium,Medium,78,Experienced,2286,0,6838.22
Calm,Light,Low,79,Experienced,2933,0,8255.92
Rough,Light,Medium,95,Experienced,1301,0,4212.4
Rough,Medium,High,86,Experienced,2531,1,25987.89
Rough,Heavy,Medium,86,Low,1346,1,24282.36
Calm,Light,High,72,Experienced,2476,0,8133.01
Rough,Light,Low,99,Experienced,2638,0,10150.91
Moderate,Heavy,Low,100,Experienced,2155,0,5918.9
Calm,Light,Medium,88,Low,800,0,2964.93
Moderate,Heavy,Low,70,Experienced,2533,0,9341.56
Calm,Medium,Medium,81,Low,778,0,2093.42
Moderate,Heavy,Low,76,Experienced,1894,0,5867.31
Calm,Light,Low,73,Low,2839,0,7822.1
Calm,Light,High,79,Experienced,812,0,2340.25
Calm,Heavy,Low,82,Experienced,3438,0,9952.56
Moderate,Heavy,High,71,Low,2814,1,34030.33
Calm,Heavy,High,79,Experienced,2632,1,17711.01
Moderate,Light,High,90,Experienced,900,0,3529.44
Calm,Heavy,Medium,91,Experienced,1740,0,4679.83
Calm,Heavy,Medium,94,Experienced,1423,0,5635.85
Moderate,Medium,High,73,Experienced,488,0,1388.83
Moderate,Heavy,Low,87,Experienced,1288,0,4713.19
Calm,Heavy,Medium,74,Low,3237,1,25055.54
Moderate,Medium,Medium,88,Low,2181,1,20882.4
Rough,Light,Medium,71,Low,687,1,16971.98
Moderate,Medium,Medium,81,Experienced,2588,0,7669.0
Calm,Light,Low,86,Low,2105,0,7342.84
Calm,Medium,Medium,79,Low,2333,0,7814.77
Rough,Medium,High,71,Experienced,2054,1,16426.58
Calm,Light,Low,75,Experienced,2764,0,8965.67
Rough,Medium,High,77,Experienced,2523,1,18755.83
Moderate,Light,Medium,98,Low,686,0,1805.32
Rough,Heavy,High,88,Experienced,1794,1,16725.83
Moderate,Heavy,Medium,80,Experienced,1152,0,4427.96
Rough,Light,High,100,Experienced,3010,1,15908.65
Calm,Heavy,Low,94,Low,751,0,2035.95
Moderate,Medium,High,100,Experienced,2624,0,9380.66
Calm,Light,Low,81,Experienced,2058,0,6494.89
Calm,Light,High,78,Low,512,0,1589.93
Moderate,Medium,High,71,Experienced,340,0,919.85
Rough,Heavy,Low,77,Experienced,1445,1,18815.13
Rough,Heavy,Low,95,Low,2641,1,15877.08
Moderate,Light,High,80,Experienced,899,0,2890.22
Calm,Light,Low,97,Low,2324,0,8471.96
Calm,Medium,High,90,Low,2888,1,30289.47
Moderate,Light,Low,73,Experienced,2330,0,7505.35
Calm,Light,Low,79,Experienced,2082,0,8303.07
Calm,Light,High,90,Experienced,2151,0,7592.98
Calm,Heavy,Medium,89,Experienced,2798,0,10526.17
Calm,Heavy,High,85,Low,2079,1,29927.8
Calm,Medium,Low,77,Experienced,3432,0,12532.95
Calm,Heavy,Medium,73,Experienced,3137,1,31473.51
Calm,Medium,Medium,98,Experienced,2681,0,7196.79
Calm,Medium,Medium,79,Experienced,2204,0,6181.35
Rough,Light,Medium,81,Experienced,3238,1,22828.7
Calm,Medium,Medium,98,Experienced,2391,0,9010.76
Calm,Heavy,Medium,83,Experienced,443,0,1337.59
Moderate,Medium,Low,85,Low,632,0,2200.58
Calm,Medium,High,91,Experienced,1297,0,4622.47
Rough,Medium,Low,87,Low,1719,1,21932.88
Moderate,Light,Medium,90,Low,354,0,1074.7
Calm,Heavy,Low,91,Low,1630,0,5485.9
Calm,Medium,Medium,90,Experienced,3217,0,9694.1
Rough,Medium,Medium,81,Experienced,1746,1,21982.98
Rough,Medium,Low,87,Experienced,1740,0,6941.22
Calm,Medium,Low,99,Experienced,3144,0,8459.79
Moderate,Light,Low,76,Experienced,2672,0,6969.97
Calm,Medium,Medium,89,Low,2033,0,7761.58
Rough,Light,High,93,Low,1994,1,18007.07
Calm,Heavy,Low,92,Experienced,379,0,1317.19
Rough,Heavy,Medium,76,Experienced,3402,1,22140.33
Moderate,Heavy,Low,78,Experienced,1284,0,3963.94
Moderate,Medium,Medium,70,Experienced,3483,1,32908.82
Moderate,Medium,High,95,Low,2905,1,28862.39
Calm,Light,Low,75,Experienced,1164,0,3627.08
Calm,Heavy,Medium,75,Experienced,3064,1,20484.09
Calm,Light,Low,91,Experienced,1887,0,6165.4
Calm,Medium,Low,98,Low,771,0,3018.73
Moderate,Light,Low,81,Experienced,2421,0,6204.59
Calm,Light,Low,91,Experienced,1876,0,6105.63
Calm,Medium,Medium,81,Low,1802,0,6084.16
Rough,Light,Medium,79,Experienced,888,0,3445.7
Rough,Heavy,Medium,92,Experienced,1710,1,27000.93
Rough,Medium,Low,99,Experienced,2205,0,7409.35
Rough,Light,Low,95,Experienced,863,0,3262.52
Calm,Medium,Medium,75,Experienced,766,0,2192.97
Calm,Light,High,86,Experienced,898,0,3425.37
Moderate,Light,Low,88,Low,1944,0,4915.53
Moderate,Heavy,High,87,Low,1291,1,20034.23
Calm,Light,Medium,75,Low,2232,0,8704.06
Moderate,Heavy,Medium,93,Experienced,3084,1,34516.38
Calm,Light,Medium,88,Experienced,3341,0,10552.7
Calm,Light,Low,79,Experienced,2595,0,6662.2
Moderate,Heavy,Low,93,Experienced,1904,0,7387.85
Moderate,Medium,Medium,77,Experienced,3491,0,11190.21
Moderate,Light,Low,90,Experienced,366,0,930.92
Calm,Medium,High,93,Low,2920,1,32280.3
Rough,Light,Medium,75,Experienced,3050,1,25232.99
Calm,Heavy,Low,90,Experienced,769,0,2065.93
Calm,Medium,Medium,94,Experienced,2840,0,8012.8
Rough,Heavy,Low,99,Experienced,2024,0,5255.79
Rough,Heavy,Medium,76,Experienced,3010,1,19824.18
Rough,Medium,Medium,93,Low,2633,1,27813.45
Moderate,Heavy,High,70,Experienced,1931,1,29254.62
Moderate,Medium,High,96,Experienced,2659,0,9906.51
Moderate,Heavy,Medium,87,Experienced,2656,1,34350.54
Calm,Light,Medium,93,Experienced,1074,0,3676.77
Calm,Medium,High,97,Experienced,3468,0,8736.36
Calm,Medium,Low,94,Experienced,3312,0,11733.9
Calm,Medium,Low,89,Experienced,1436,0,4490.37
Moderate,Medium,Low,81,Experienced,2311,0,7738.01
Calm,Heavy,Low,85,Experienced,2803,0,9736.56
Calm,Light,Medium,79,Experienced,1786,0,5403.28
Calm,Light,Medium,96,Experienced,431,0,1670.4
Moderate,Heavy,Medium,79,Experienced,1229,0,3319.48
Calm,Medium,Low,83,Low,3312,0,11616.07
Rough,Heavy,Medium,94,Experienced,1228,1,18979.36
Calm,Heavy,Low,89,Low,2468,0,9593.06
Calm,Heavy,Medium,79,Experienced,1520,0,4056.51
Moderate,Heavy,Medium,79,Low,1805,1,15802.17
Moderate,Light,Low,95,Low,933,0,2798.54
Calm,Light,Low,94,Low,3244,0,9927.77
Moderate,Heavy,Low,80,Low,3119,1,30006.73
Moderate,Medium,High,92,Low,1362,1,26006.29
Calm,Light,High,71,Experienced,2913,0,9217.81
Rough,Medium,Medium,94,Experienced,2859,1,19615.77
Moderate,Heavy,Low,89,Experienced,1484,0,4421.55
Moderate,Medium,Medium,77,Experienced,588,0,2184.8
Rough,Medium,Medium,99,Low,2547,1,20303.1
Rough,Medium,High,92,Experienced,2111,1,17790.55
Moderate,Light,Low,98,Low,827,0,2933.51
Moderate,Medium,Low,100,Low,1216,0,3607.21
Moderate,Medium,Medium,76,Experienced,2008,0,5320.19
Moderate,Light,Low,77,Low,1706,0,4962.24
Moderate,Heavy,Low,70,Experienced,1541,0,5775.17
Moderate,Medium,Low,90,Experienced,1410,0,5598.7
Calm,Heavy,Medium,71,Experienced,3453,1,28461.55
Rough,Heavy,High,87,Experienced,3433,1,17502.96
Rough,Light,High,84,Low,1098,1,23649.21
Calm,Medium,Medium,70,Experienced,1823,0,5438.23
Moderate,Medium,Medium,74,Low,3413,1,30505.62
Calm,Heavy,Low,71,Experienced,311,0,812.53
Calm,Light,Medium,89,Low,1132,0,4431.82
Moderate,Medium,Low,72,Experienced,3188,0,9715.83
Calm,Medium,Medium,88,Experienced,2990,0,11567.94
Moderate,Light,Low,87,Experienced,3486,0,12796.35
Moderate,Light,Low,98,Experienced,1541,0,5598.69
Moderate,Medium,Low,91,Experienced,1972,0,6724.68
Calm,Heavy,Low,87,Experienced,2453,0,8438.75
Calm,Medium,Low,83,Experienced,990,0,3422.43
Moderate,Medium,Low,99,Low,827,0,2847.43
Rough,Medium,High,93,Experienced,1795,1,24351.45
Moderate,Heavy,Medium,77,Low,3193,1,23324.49
Calm,Light,Medium,98,Low,1192,0,4289.34
Moderate,Heavy,High,99,Experienced,686,0,2514.48
Moderate,Light,High,81,Experienced,1549,0,5899.67
Moderate,Medium,Medium,90,Experienced,2828,0,7984.74
Calm,Light,High,79,Low,2077,1,29399.39
Moderate,Light,Low,92,Experienced,707,0,2279.61
Moderate,Medium,Low,89,Low,1976,0,6463.74
Rough,Light,Medium,86,Low,1197,1,13879.26
Calm,Heavy,Medium,80,Low,1010,1,18307.82
Moderate,Light,Medium,71,Experienced,2986,0,10021.85
Rough,Medium,Low,95,Experienced,3392,0,11161.74
Calm,Medium,Low,95,Low,1982,0,5068.58
Rough,Light,Medium,73,Experienced,3162,1,29040.4
Moderate,Light,Low,70,Low,1217,0,4554.09
Calm,Medium,Medium,84,Experienced,2550,0,6977.44
Calm,Medium,Medium,82,Experienced,716,0,2428.31
Moderate,Medium,Medium,77,Experienced,715,0,2424.15
Calm,Medium,High,94,Experienced,1771,0,4863.66
Moderate,Medium,High,73,Experienced,1835,1,14688.14
Calm,Light,Medium,79,Experienced,384,0,1524.51
Moderate,Medium,Medium,88,Experienced,466,0,1440.21
Calm,Heavy,Medium,87,Experienced,2731,0,7759.13
Rough,Medium,Low,74,Experienced,2815,0,7760.92
Rough,Medium,Low,99,Low,1395,0,4884.46
Rough,Medium,Low,88,Experienced,1109,0,3786.31
Moderate,Heavy,Medium,95,Experienced,3344,1,25762.27
Calm,Heavy,Medium,92,Low,1844,1,17735.01
Moderate,Medium,High,96,Experienced,2116,0,8126.08
Calm,Heavy,Low,91,Experienced,2820,0,8696.6
Calm,Light,Low,85,Experienced,1292,0,3837.31
Calm,Light,High,70,Experienced,1581,0,5048.99
Calm,Heavy,Low,81,Experienced,574,0,1770.85
Moderate,Heavy,Medium,93,Experienced,2073,0,7867.79
Moderate,Light,Medium,71,Experienced,3391,0,13204.19
Calm,Light,Medium,90,Experienced,2837,0,8383.85
Calm,Light,Low,94,Experienced,2056,0,7804.38
Rough,Light,Low,77,Experienced,2673,0,9816.02
Calm,Heavy,Low,87,Experienced,2876,0,11205.5
Calm,Medium,Medium,94,Experienced,1191,0,3416.53
Calm,Medium,Medium,85,Experienced,388,0,1305.79
Moderate,Medium,Low,74,Low,2833,0,8249.18
Moderate,Light,Medium,95,Low,1007,0,3762.29
Calm,Light,High,99,Experienced,2697,0,6764.04
Calm,Medium,Low,91,Experienced,3455,0,11564.68
Moderate,Heavy,Medium,82,Low,686,1,23909.17
Moderate,Heavy,Medium,88,Low,2434,1,23068.82
Calm,Light,Low,98,Low,2654,0,9202.37
Rough,Heavy,Low,72,Experienced,2173,1,22503.36
Calm,Heavy,Medium,95,Low,1477,0,5042.17
Calm,Heavy,High,77,Experienced,739,0,2793.24
Rough,Medium,High,96,Experienced,3087,1,25528.7
Calm,Medium,Medium,95,Experienced,2611,0,8562.13
Moderate,Medium,Medium,95,Experienced,1276,0,4052.33
Calm,Light,Low,100,Low,1034,0,2603.06
Calm,Light,Medium,81,Experienced,2768,0,9231.88
Rough,Light,Medium,71,Experienced,2840,1,24189.1
Calm,Medium,Low,80,Experienced,932,0,3157.5
Rough,Heavy,Medium,81,Experienced,1292,1,18785.97
Calm,Medium,Medium,97,Experienced,2758,0,9258.63
Calm,Light,Low,87,Low,472,0,1227.26
Calm,Heavy,High,82,Experienced,303,0,810.42
Moderate,Heavy,Low,74,Low,3201,1,33367.7
Calm,Heavy,Low,91,Experienced,1963,0,5717.18
Rough,Heavy,Low,81,Low,3333,1,18978.28
Calm,Medium,High,71,Low,2315,1,27415.84
Rough,Heavy,Medium,100,Experienced,1795,1,21382.43
Calm,Light,Low,74,Low,3481,0,10419.05
Rough,Medium,Medium,76,Experienced,1360,1,13720.0
Moderate,Light,Low,95,Low,2930,0,10154.37
Moderate,Light,High,95,Low,1354,0,4060.95
Moderate,Light,Medium,93,Experienced,680,0,2469.97
Moderate,Medium,Medium,81,Experienced,1591,0,5525.61
Moderate,Heavy,High,85,Experienced,3382,1,32770.01
Calm,Medium,Low,92,Low,2691,0,8961.41
Calm,Light,Low,77,Experienced,1892,0,4762.32
Rough,Heavy,Medium,99,Experienced,465,0,1648.31
Moderate,Medium,High,97,Experienced,3047,0,9336.2
Moderate,Medium,Low,78,Experienced,2689,0,10524.52
Calm,Medium,Low,84,Experienced,1342,0,5001.6
Calm,Light,Low,74,Experienced,1951,0,6597.39
Calm,Medium,Medium,82,Experienced,3327,0,9576.01
Moderate,Heavy,Low,74,Experienced,1507,0,4228.0
Calm,Light,Medium,80,Experienced,844,0,2540.93
Calm,Medium,High,79,Low,3381,1,21210.8
Calm,Heavy,Medium,89,Experienced,2539,0,7475.07
Calm,Heavy,Low,82,Experienced,2667,0,8727.48
Moderate,Light,Medium,78,Low,2927,1,25030.27
Calm,Light,Low,90,Low,2822,0,11193.66
Moderate,Light,High,83,Low,2984,1,21009.78
Calm,Medium,Medium,87,Low,2774,0,10812.82
Calm,Medium,Low,84,Experienced,3430,0,13275.36
Calm,Light,Medium,79,Experienced,396,0,1302.06
Calm,Heavy,Medium,93,Experienced,2843,0,10198.88
Calm,Medium,Medium,100,Low,3008,0,9487.45
Calm,Light,Low,76,Experienced,1601,0,5515.53
Moderate,Medium,High,77,Experienced,2356,1,22433.05
Calm,Medium,High,97,Experienced,756,0,2231.51
Moderate,Light,Medium,72,Experienced,2118,0,7132.04
Rough,Light,High,100,Low,572,1,21978.93
Moderate,Heavy,Low,84,Experienced,3287,0,11074.9
Calm,Medium,Medium,85,Experienced,1331,0,3899.82
Calm,Medium,Medium,73,Experienced,507,0,1546.57
Calm,Medium,Medium,90,Experienced,2237,0,5874.02
Calm,Light,Medium,75,Low,1960,0,5053.69
Rough,Light,Low,70,Experienced,1446,0,4164.75
Calm,Medium,Low,73,Experienced,1356,0,3541.02
Calm,Light,Low,80,Low,1836,0,4875.8
Moderate,Light,Low,81,Experienced,503,0,1870.85
Moderate,Heavy,Medium,95,Low,2865,1,27906.1
Moderate,Heavy,Low,98,Low,2132,0,7437.3
Calm,Heavy,Low,74,Low,2864,1,25412.14
Calm,Heavy,Medium,92,Low,742,0,2825.03
Moderate,Light,Medium,98,Experienced,988,0,3188.76
Calm,Heavy,High,90,Low,3197,1,24806.5
Calm,Light,Medium,85,Low,1132,0,3708.95
Calm,Heavy,Low,82,Experienced,2686,0,8253.91
Calm,Heavy,High,82,Experienced,1761,1,23796.52
Calm,Heavy,Medium,86,Experienced,1459,0,3898.16
Calm,Heavy,Low,96,Experienced,686,0,2740.9
Moderate,Medium,Medium,76,Experienced,2341,0,7346.84
Moderate,Light,High,77,Low,3396,1,30986.62
Moderate,Medium,Low,82,Experienced,2853,0,10171.84
Calm,Medium,Low,92,Low,1648,0,5019.56
Calm,Light,Low,96,Experienced,2018,0,7567.32
Calm,Medium,Low,85,Low,979,0,3114.6
Moderate,Heavy,Medium,99,Experienced,989,0,3539.96
Moderate,Light,Medium,98,Experienced,3232,0,8600.93
Calm,Heavy,Low,100,Experienced,3466,0,13063.97
Rough,Heavy,High,73,Low,1868,1,24296.6
Calm,Heavy,High,77,Experienced,2970,1,24511.89
Moderate,Heavy,Medium,85,Experienced,1469,0,3992.64
Moderate,Medium,High,100,Experienced,1192,0,3545.53
Rough,Heavy,Low,90,Low,1252,1,25508.26
Moderate,Heavy,Medium,79,Experienced,1554,0,4483.67
Moderate,Light,Medium,94,Experienced,1083,0,3448.48
Calm,Medium,High,81,Experienced,2346,0,5970.64
Moderate,Heavy,High,81,Experienced,2171,1,30923.31
Calm,Light,Low,95,Experienced,794,0,2665.44
Rough,Medium,High,74,Experienced,3409,1,26436.83
Moderate,Medium,Low,85,Experienced,1046,0,3425.76
Moderate,Light,High,70,Experienced,2784,1,25782.21
Calm,Medium,High,97,Low,2154,1,21985.05
Moderate,Heavy,Low,78,Experienced,2692,0,6894.69
Moderate,Medium,Medium,81,Low,2897,1,26528.93
Moderate,Light,Low,74,Low,3167,0,10651.65
Calm,Light,Medium,91,Experienced,2888,0,11337.97
Calm,Medium,Medium,89,Low,2491,0,9437.64
Calm,Heavy,Medium,91,Experienced,2935,0,8342.84
Calm,Light,High,97,Experienced,956,0,2705.64
Rough,Medium,Medium,93,Experienced,2182,0,6113.44
Calm,Light,Medium,72,Experienced,2692,0,10455.05
Rough,Medium,High,74,Experienced,3043,1,35789.76
Calm,Heavy,High,71,Low,2096,1,17223.43
Calm,Heavy,Low,83,Experienced,567,0,1751.52
Moderate,Light,High,71,Experienced,2516,0,8193.53
Moderate,Medium,Low,82,Experienced,2062,0,6591.18
Calm,Light,High,76,Experienced,2380,0,6854.63
Moderate,Medium,Low,79,Experienced,676,0,2202.1
Moderate,Medium,Low,82,Low,1885,0,4798.73
Calm,Light,Medium,85,Experienced,1763,0,4756.07
Rough,Light,Medium,95,Experienced,2740,0,10493.88
Rough,Medium,Low,83,Low,788,0,2858.49
Moderate,Heavy,Low,80,Experienced,1021,0,3200.12
Calm,Heavy,Medium,79,Experienced,1245,0,4078.28
Moderate,Light,High,75,Experienced,3400,1,33788.18
Calm,Heavy,Low,73,Low,2386,1,31932.63
Calm,Medium,Low,90,Low,1935,0,7113.6
Calm,Medium,Medium,70,Experienced,1340,0,4884.2
Calm,Heavy,Low,76,Low,3427,1,22447.41
Rough,Heavy,High,93,Experienced,2573,1,29225.1
Moderate,Heavy,High,78,Experienced,2414,1,22226.04
Moderate,Medium,Medium,77,Experienced,1977,0,6335.83
Calm,Medium,Low,74,Experienced,3182,0,9533.87
Calm,Heavy,High,88,Experienced,3394,1,29743.61
Calm,Light,Medium,79,Low,1298,0,3886.25
Rough,Medium,High,80,Low,2077,1,19092.69
Calm,Medium,Medium,94,Experienced,2584,0,8006.68
Rough,Medium,High,84,Experienced,1256,1,28212.23
Moderate,Light,Medium,75,Experienced,3266,0,9271.59
Calm,Light,Medium,84,Experienced,1889,0,6457.05
Moderate,Heavy,High,74,Experienced,1461,1,25806.42
Calm,Light,Medium,98,Low,2820,0,7350.43
Rough,Medium,Medium,88,Low,2168,1,21962.02
Rough,Light,Low,91,Low,852,0,3027.37
Calm,Light,Medium,88,Experienced,1933,0,6320.58
Calm,Light,Medium,79,Experienced,994,0,3785.31
Moderate,Light,Low,81,Experienced,616,0,1806.98
Rough,Heavy,Low,91,Experienced,2945,1,26106.17
Calm,Light,Medium,73,Experienced,1067,0,4166.47
Moderate,Heavy,High,100,Experienced,3233,1,25973.2
Moderate,Medium,Medium,87,Low,2908,1,21077.19
Moderate,Medium,Low,85,Experienced,2271,0,8375.46
Calm,Medium,Medium,77,Experienced,2605,0,7779.76
Moderate,Medium,Low,73,Low,1803,0,6444.37
Rough,Heavy,Medium,94,Experienced,3104,1,23254.37
Calm,Light,Low,92,Experienced,422,0,1239.39
Calm,Medium,Low,81,Low,2689,0,7306.19
Rough,Heavy,Low,71,Experienced,2168,1,30868.3
Calm,Heavy,Low,73,Experienced,1971,0,5585.76
Rough,Heavy,Low,74,Low,1382,1,27711.05
Calm,Medium,Low,72,Experienced,2028,0,7939.51
Calm,Heavy,Medium,78,Low,2607,1,29363.25
Rough,Medium,Medium,98,Experienced,2296,0,7599.86
Calm,Medium,Low,90,Low,2442,0,7793.77
Moderate,Light,High,87,Experienced,1448,0,4327.83
Calm,Medium,Low,80,Experienced,2388,0,7673.8
Moderate,Light,Medium,72,Low,2214,1,31331.22
Calm,Medium,Low,99,Experienced,553,0,2200.38
Calm,Heavy,Low,100,Experienced,306,0,1195.43
Rough,Light,Medium,94,Experienced,3075,0,11664.18
Calm,Light,Medium,92,Experienced,2416,0,9262.21
Moderate,Light,High,71,Experienced,3452,1,23995.17
Calm,Heavy,Medium,78,Low,841,1,21382.97
Moderate,Medium,High,83,Low,388,1,24838.12
Calm,Medium,Low,73,Experienced,2238,0,6914.14
Rough,Heavy,Low,98,Experienced,512,0,2018.63
Calm,Heavy,Low,78,Experienced,3181,0,9936.42
Calm,Medium,Low,100,Experienced,565,0,1921.92
Calm,Medium,Medium,82,Experienced,3259,0,11617.38
Calm,Heavy,Medium,87,Experienced,2640,0,10364.34
Moderate,Medium,Low,84,Low,1530,0,4386.39
Calm,Light,High,97,Low,2680,0,9699.45
Moderate,Heavy,High,79,Experienced,3448,1,23051.67
Calm,Medium,Low,85,Experienced,1304,0,3785.3
Calm,Light,Low,81,Experienced,2394,0,8773.8
Moderate,Medium,Low,89,Low,921,0,3065.4
Moderate,Light,Low,74,Experienced,726,0,2534.8
Calm,Light,Low,71,Experienced,509,0,1519.03
Calm,Heavy,Medium,79,Low,1187,1,24588.2
Calm,Light,Low,70,Experienced,1743,0,5971.57
Moderate,Medium,Low,76,Experienced,453,0,1407.64
Moderate,Medium,High,95,Experienced,714,0,1997.46
Calm,Light,Medium,86,Experienced,1480,0,5834.84
Moderate,Heavy,High,85,Experienced,1584,1,29242.24
Moderate,Light,Low,96,Low,3448,0,12415.84
Moderate,Medium,Low,96,Low,1068,0,3328.5
Rough,Medium,Medium,93,Experienced,1282,0,3887.92
Calm,Light,Low,72,Experienced,1811,0,5633.56
Calm,Light,Low,83,Low,878,0,2733.91
Calm,Heavy,Medium,79,Experienced,3087,0,10237.33
Calm,Heavy,Medium,91,Experienced,2510,0,8321.16
Moderate,Light,Medium,76,Experienced,1338,0,4342.79
Rough,Medium,Medium,95,Low,2542,1,29224.19
Calm,Heavy,Medium,86,Experienced,841,0,2728.3
Calm,Heavy,Low,99,Low,658,0,1811.91
Calm,Medium,Low,75,Experienced,1149,0,3089.9
Rough,Medium,Low,92,Experienced,726,0,2830.65
Calm,Medium,Low,91,Experienced,2844,0,9690.72
Moderate,Heavy,High,73,Low,3175,1,26662.26
Calm,Heavy,Medium,86,Low,785,0,2435.61
Calm,Light,Medium,96,Experienced,2131,0,8233.06
Rough,Medium,Low,78,Experienced,1772,0,6125.62
Rough,Heavy,Low,73,Experienced,1736,1,29337.74
Calm,Heavy,Low,76,Experienced,629,0,1920.24
Rough,Heavy,Low,92,Experienced,2055,0,8096.74
Moderate,Heavy,Low,71,Low,3236,1,22438.71
Rough,Medium,High,86,Low,3338,1,20678.31
Calm,Medium,Medium,93,Low,1470,0,4054.69
Moderate,Medium,Medium,77,Low,558,0,1621.8
Calm,Light,Medium,92,Experienced,2639,0,7728.15
Moderate,Medium,High,99,Experienced,442,0,1284.61
Calm,Heavy,Low,100,Experienced,2316,0,8761.69
Calm,Light,Low,84,Low,3094,0,7882.98
Calm,Heavy,Low,100,Low,926,0,2420.7
Moderate,Medium,High,84,Low,1688,1,13151.24
Calm,Heavy,High,77,Low,389,1,22209.82
Moderate,Light,Low,85,Experienced,1019,0,2901.9
Rough,Light,High,88,Experienced,780,0,2883.59
Calm,Medium,High,80,Low,2431,1,19330.34
Moderate,Light,Low,71,Low,1400,0,3512.12
Calm,Heavy,Low,92,Low,972,0,3055.95
Rough,Heavy,Medium,93,Low,816,1,26763.13
Calm,Light,High,86,Experienced,2832,0,7564.04
Moderate,Medium,Low,97,Low,1913,0,6722.69
Moderate,Medium,High,95,Experienced,1081,0,3840.95
Rough,Medium,Low,85,Experienced,2451,0,8777.86
Moderate,Heavy,Medium,94,Experienced,2335,0,8388.97
Calm,Heavy,Medium,84,Experienced,2686,0,6715.21
Moderate,Medium,Medium,82,Experienced,986,0,3875.85
Rough,Heavy,High,84,Low,1889,1,19165.69
Moderate,Medium,High,96,Experienced,1199,0,4623.31
Calm,Heavy,High,73,Experienced,1801,1,13706.68
Rough,Medium,Low,85,Low,2954,1,35759.6
Moderate,Heavy,Medium,99,Experienced,522,0,1939.06
Moderate,Heavy,Low,81,Experienced,3380,0,12694.7
Calm,Light,Medium,99,Experienced,1376,0,3632.55
Moderate,Heavy,Medium,73,Low,1400,1,29505.05
Calm,Light,Medium,72,Low,2041,0,8041.28
Moderate,Medium,Medium,91,Experienced,802,0,2821.29
Calm,Medium,High,86,Low,1639,1,19802.31
Moderate,Heavy,Low,91,Experienced,3169,0,12417.55
Rough,Heavy,Medium,87,Experienced,923,1,18453.04
Calm,Heavy,Low,94,Low,2186,0,7430.08
Rough,Heavy,Low,87,Experienced,2512,1,32769.6
Calm,Medium,Low,92,Experienced,1350,0,5264.01
Rough,Heavy,High,97,Low,1393,1,21658.08
Moderate,Medium,High,86,Experienced,2285,0,7430.09
Moderate,Medium,High,81,Experienced,1688,0,5959.36
Moderate,Light,High,92,Experienced,1629,0,6007.52
Rough,Heavy,Low,90,Experienced,1447,0,4882.94
Calm,Heavy,Low,93,Experienced,318,0,1228.55
Calm,Medium,Medium,73,Experienced,1580,0,6182.52
Moderate,Light,Medium,100,Experienced,1345,0,3492.26
Moderate,Heavy,Medium,81,Experienced,1288,0,3997.38
Moderate,Light,Low,100,Experienced,2797,0,7090.92
Moderate,Heavy,Medium,95,Experienced,2899,0,8679.97
Calm,Heavy,Medium,92,Low,1873,1,19038.1
Moderate,Medium,Low,91,Experienced,1371,0,5300.55
Calm,Light,Medium,90,Experienced,3042,0,11467.83
Moderate,Heavy,Medium,89,Low,2934,1,20015.66
Calm,Heavy,Medium,84,Experienced,3068,0,8098.13
Calm,Medium,Low,92,Low,1506,0,5096.15
Calm,Heavy,Medium,97,Low,1758,0,5798.2
Calm,Light,Low,85,Experienced,2454,0,7115.54
Moderate,Medium,Low,74,Experienced,1511,0,5816.11
Calm,Heavy,High,90,Low,1075,1,18891.57
Calm,Heavy,Medium,84,Experienced,3457,0,10730.24
Calm,Light,Low,86,Experienced,2159,0,8280.74
Calm,Heavy,Medium,87,Low,2166,1,17672.15
Calm,Medium,Medium,74,Experienced,1460,0,5263.63
Calm,Medium,High,82,Experienced,2181,0,7009.54
Moderate,Light,Medium,88,Experienced,3245,0,8709.17
Moderate,Heavy,Medium,99,Experienced,2683,0,10441.97
Moderate,Light,Medium,82,Experienced,2954,0,9397.1
Calm,Medium,Low,87,Low,3185,0,11471.51
Calm,Light,Low,83,Low,2080,0,6345.58
Rough,Heavy,Medium,99,Experienced,901,0,2278.02
